,tiempo,longitud,g_calculado,g_error
54,0.503,1.217,9.620211138734197,0.39059589260058974
55,0.504,1.221,9.613567649281935,0.3895310595979537
56,0.505,1.225,9.606901284187826,0.3884697069718467
57,0.506,1.229,9.60021247012139,0.3874118293217864
58,0.507,1.233,9.593501628094254,0.3863574210875527
59,0.507,1.237,9.624624098907212,0.3875600579622835
60,0.508,1.241,9.617769235538471,0.3865020861984554
61,0.509,1.245,9.610893890327736,0.3854476266873134
62,0.51,1.249,9.603998462129951,0.3843966728924566
63,0.511,1.253,9.597083344503123,0.38334921814043593
64,0.511,1.257,9.62772048207536,0.3845242202586893
65,0.512,1.261,9.62066650390625,0.38347344338629885
66,0.513,1.265,9.613594306320273,0.38242620420279283
67,0.514,1.269,9.606504261987313,0.38138249514699146
68,0.515,1.273,9.599396738618154,0.38034230854138396
69,0.515,1.277,9.629559807710434,0.38149050738256934
70,0.516,1.281,9.622318370290246,0.380447226078839
71,0.517,1.285,9.615060851737258,0.37940750198119816
72,0.518,1.289,9.607787600065592,0.378371326606036
73,0.519,1.293,9.600498958646574,0.3773386913723149
74,0.519,1.297,9.630198878085542,0.3784608879634199
75,0.52,1.301,9.622781065088756,0.37742537229879525
76,0.521,1.305,9.615349191905421,0.3763934279209933
77,0.522,1.309,9.607903583329662,0.3753650455182054
78,0.523,1.313,9.600444559809013,0.37434021569843495
79,0.523,1.317,9.629691915665248,0.37543718189544706
80,0.524,1.321,9.622108268748905,0.37440967353672494
81,0.525,1.325,9.614512471655328,0.373385745556006
82,0.526,1.329,9.606904827307028,0.372365387900028
83,0.527,1.333,9.599285634557427,0.37134859045104895
84,0.527,1.337,9.628090692725642,0.3724210701623869
85,0.528,1.341,9.62035123966942,0.37140178442212907
86,0.529,1.345,9.61260144153287,0.3703860835754488
87,0.53,1.349,9.604841580633677,0.3693739569074627
88,0.531,1.353,9.597071935480438,0.36836539365310805
89,0.531,1.357,9.62544465369324,0.36941410400754277
90,0.532,1.361,9.617558934931312,0.36840323175071266
91,0.533,1.365,9.609664576945956,0.36739594471083514
92,0.534,1.369,9.601761842640519,0.3663922315848576
93,0.535,1.373,9.593850991352957,0.36539208103255655
94,0.536,1.378,9.592893740253952,0.36465045688537
95,0.536,1.382,9.620739585653817,0.36567042500930225
96,0.537,1.386,9.61268374894666,0.3646703036276568
97,0.538,1.39,9.60462127389063,0.36367376251037936
98,0.539,1.394,9.59655240068704,0.36268078971356854
99,0.54,1.398,9.588477366255143,0.3616913732707531
100,0.54,1.402,9.615912208504799,0.3626890933570555
101,0.541,1.406,9.60772991755529,0.3616977345085234
102,0.542,1.41,9.599542489889842,0.360709948073946
103,0.543,1.414,9.59135014872019,0.35972572166567085
104,0.544,1.418,9.58315311418685,0.35874504288394743
105,0.544,1.422,9.610185986159168,0.3597211524679334
106,0.545,1.426,9.601885363184916,0.35873867919033287
107,0.546,1.43,9.59358102215245,0.3577597673453049
108,0.547,1.434,9.585273170258914,0.3567844041573588
109,0.548,1.438,9.576962011828012,0.35581257684839496
110,0.548,1.442,9.603601683627256,0.3567676910853296
111,0.549,1.446,9.595190460549233,0.35579420870159245
112,0.55,1.45,9.58677685950413,0.35482427391484145
113,0.551,1.454,9.578361072591985,0.35385787361311677
114,0.552,1.458,9.569943289224952,0.3528949946904379
115,0.552,1.462,9.596198277672757,0.35382970727030183
116,0.553,1.466,9.587683815715035,0.35286530469585986
117,0.554,1.47,9.579168241473234,0.35190443328491633
118,0.555,1.474,9.570651732813893,0.3509470796362171
119,0.556,1.478,9.562134465089796,0.34999323036224744
120,0.556,1.482,9.588013042803166,0.3509081143830046
121,0.557,1.486,9.579402351014828,0.3499528653429059
122,0.558,1.49,9.570791742141028,0.3490011286722535
123,0.559,1.494,9.56218138062794,0.3480528907238008
124,0.56,1.498,9.553571428571427,0.3471081378710408
125,0.56,1.502,9.57908163265306,0.34800374667236583
126,0.561,1.506,9.570381385417559,0.34705771083445847
127,0.562,1.51,9.561682349514316,0.34611516643113555
128,0.563,1.514,9.552984676734951,0.34517609960888346
129,0.564,1.518,9.544288516674214,0.3442404965412294
130,0.564,1.522,9.569438157034357,0.345117364500569
131,0.565,1.526,9.560654710627302,0.3441805885306301
132,0.566,1.53,9.551873540685989,0.34324728112305625
133,0.567,1.534,9.54309478706892,0.3423174282544889
134,0.568,1.538,9.534318587581831,0.34139101593427207
135,0.568,1.542,9.559115254909742,0.34224965922703254
136,0.569,1.546,9.550254663162026,0.34132217777129603
137,0.57,1.55,9.541397353031703,0.3403981402566827
138,0.571,1.554,9.532543453123996,0.33947753252336144
139,0.572,1.558,9.52369309012666,0.3385603404492769
140,0.572,1.562,9.548144163528782,0.33940125777485064
141,0.573,1.566,9.53921219264823,0.3384830943749933
142,0.574,1.57,9.530284451674783,0.33756834872030916
143,0.575,1.574,9.521361058601137,0.3366570065450501
144,0.576,1.578,9.512442129629632,0.33574905362577717
145,0.576,1.582,9.536554783950619,0.3365727269010429
146,0.577,1.586,9.527556926551908,0.3356638948463242
147,0.578,1.59,9.518564193436383,0.33475845292742984
148,0.579,1.594,9.509576692588318,0.33385638680064933
149,0.58,1.598,9.500594530321047,0.33295768216861854
150,0.58,1.602,9.524375743162903,0.3337645771904749
151,0.581,1.606,9.515317231552226,0.3328650803113871
152,0.582,1.61,9.50626468747417,0.3319689446946218
153,0.583,1.614,9.497218209474271,0.3310761559440569
154,0.584,1.618,9.488177894539314,0.3301866997135013
155,0.584,1.622,9.511634452993059,0.3309772667919182
156,0.585,1.627,9.508364380159254,0.3302837443165977
157,0.586,1.631,9.499237032463977,0.32939590857622036
158,0.587,1.635,9.490116638467187,0.3285113964378849
159,0.588,1.639,9.48100328566801,0.3276301934725241
160,0.589,1.643,9.47189706013761,0.3267522853048997
161,0.589,1.647,9.494957065153162,0.32752305308612945
162,0.59,1.651,9.485779948290721,0.3266445303034779
163,0.591,1.655,9.476610522759612,0.32576929989402054
164,0.592,1.659,9.467448867786707,0.32489734742591586
165,0.593,1.663,9.458295061268482,0.3240286585238465
166,0.593,1.667,9.481045019323247,0.3247840580254732
167,0.594,1.671,9.471822603135735,0.3239148261382787
168,0.595,1.675,9.462608572840901,0.323048854543103
169,0.596,1.679,9.453402999864872,0.32218612882427217
170,0.597,1.683,9.444205954395091,0.3213266346249898
171,0.597,1.687,9.466652076687177,0.3220670698663095
172,0.598,1.691,9.457388619814097,0.32120710016277354
173,0.599,1.695,9.44813420252452,0.32035035792469896
174,0.6,1.699,9.43888888888889,0.31949682876980856
175,0.601,1.703,9.429652741825189,0.3186464983767435
176,0.601,1.707,9.451801074747856,0.31937236028330795
177,0.602,1.711,9.442500634650834,0.31852161794872025
178,0.603,1.715,9.433209849041141,0.3176740696064493
179,0.604,1.719,9.423928775053726,0.31682970092326285
180,0.605,1.723,9.414657468752136,0.31598849762860104
181,0.605,1.727,9.436513899323817,0.31670016453216954
182,0.606,1.731,9.427180341796555,0.3158586091580406
183,0.607,1.735,9.417857016846295,0.31502021374772515
184,0.608,1.739,9.408543975069254,0.31418496403122403
185,0.609,1.743,9.399241266066475,0.3133528458027021
186,0.609,1.747,9.420811527147523,0.31405068391949825
187,0.61,1.751,9.411448535339963,0.3132182699777598
188,0.611,1.755,9.402096319253404,0.31238898150017624
189,0.612,1.759,9.39275492332009,0.31156280429282207
190,0.613,1.763,9.383424391048756,0.31073972422718804
191,0.613,1.767,9.404714066354597,0.31142408811549455
192,0.614,1.771,9.395325149338454,0.31060076540013964
193,0.615,1.775,9.385947518011765,0.30978053325580696
194,0.616,1.779,9.376581210996795,0.30896337757624137
195,0.617,1.783,9.367226266059697,0.30814928432163763
196,0.617,1.787,9.388240794979628,0.3088205173197109
197,0.618,1.791,9.378829295880855,0.3080062313580812
198,0.619,1.795,9.369429560941745,0.30719500075249223
199,0.62,1.799,9.360041623309053,0.3063868114948081
200,0.621,1.803,9.350665515336802,0.3055816496441765
201,0.621,1.807,9.371410197567167,0.30624008428941335
202,0.622,1.811,9.361979301289274,0.3054347767251865
203,0.623,1.815,9.352560617732763,0.3046324890461713
204,0.624,1.819,9.343154174884944,0.303833207351741
205,0.625,1.823,9.33376,0.3030369178092042
206,0.625,1.827,9.354239999999999,0.30368287623944556
207,0.626,1.831,9.34479274056079,0.30288648518923095
208,0.627,1.835,9.335358114003292,0.3020930783583308
209,0.628,1.839,9.325936143454095,0.30130264196204065
210,0.629,1.843,9.316526851362724,0.30051516228407665
211,0.629,1.847,9.336747202640778,0.30114895662189056
212,0.63,1.851,9.327286470143612,0.30036141700721186
213,0.631,1.855,9.317838763716185,0.299576825806812
214,0.632,1.859,9.308404101906746,0.29879516935942063
215,0.633,1.863,9.298982502639204,0.29801643407252326
216,0.633,1.867,9.31894811187729,0.29863836679326544
217,0.634,1.871,9.30947665913682,0.29785961064958266
218,0.635,1.876,9.30497860995722,0.2972377962797669
219,0.636,1.88,9.29551837348206,0.29646412861410093
220,0.637,1.884,9.28607163188908,0.29569335099102534
221,0.638,1.888,9.276638397814486,0.29492544998184966
222,0.638,1.892,9.29629229272511,0.2955329669098284
223,0.639,1.896,9.286811111845827,0.29476509059691447
224,0.64,1.9,9.27734375,0.29400008188785004
225,0.641,1.904,9.267890216388686,0.2932379274223613
226,0.642,1.908,9.258450519696042,0.29247861390919966
227,0.642,1.912,9.277860269213225,0.293074916319574
228,0.643,1.916,9.268374092088745,0.29231566146271576
229,0.644,1.92,9.258902048532077,0.29155923828645136
230,0.645,1.924,9.24944414398173,0.2908056335729485
231,0.646,1.928,9.240000383402505,0.2900548341733332
232,0.646,1.932,9.259170508679274,0.2906401955478894
233,0.647,1.936,9.249681683862507,0.2898894866877198
234,0.648,1.94,9.240207285474774,0.28914157363693765
235,0.649,1.944,9.23074731541473,0.28839644332455944
236,0.65,1.948,9.221301775147928,0.2876540827483932
237,0.65,1.952,9.240236686390531,0.2882287683219217
238,0.651,1.956,9.23074744986444,0.2874865282040548
239,0.652,1.96,9.221272912040346,0.28674704811202273
240,0.653,1.964,9.211813071487702,0.2860103151255122
241,0.654,1.968,9.202367926381056,0.2852763163927441
242,0.654,1.972,9.221071926231424,0.2858405834475376
243,0.655,1.976,9.211584406503116,0.28510673323398705
244,0.656,1.98,9.202111838191552,0.2843756073829241
245,0.657,1.984,9.192654216736281,0.2836471931279879
246,0.658,1.988,9.183211537217874,0.2829214777710131
247,0.658,1.992,9.20168882401308,0.2834755759193047
248,0.659,1.996,9.19220504696268,0.2827500353849932
249,0.66,2.0,9.182736455463727,0.2820271836997442
